type,code,name,ISIN,start,market,group,CFI
上櫃認購(售)權證,70741P,元太元富22售02,TW22Z70741P3,2022/05/23,上櫃,,RWSCPE
上櫃認購(售)權證,70797P,力旺元大24售02,TW22Z70797P5,2022/06/07,上櫃,,RWSCPE
上櫃認購(售)權證,70805P,創惟元大26售01,TW22Z70805P6,2022/06/08,上櫃,,RWSCPE
上櫃認購(售)權證,70818P,晶宏群益22售01,TW22Z70818P9,2022/06/10,上櫃,,RWSCPE
上櫃認購(售)權證,70822P,鈺創元大24售01,TW22Z70822P1,2022/06/10,上櫃,,RWSCPE
上櫃認購(售)權證,70838P,漢磊群益23售02,TW22Z70838P7,2022/06/14,上櫃,,RWSCPE
上櫃認購(售)權證,70847P,漢磊國票22售02,TW22Z70847P8,2022/06/14,上櫃,,RWSCPE
上櫃認購(售)權證,70848P,漢磊國票23售02,TW22Z70848P6,2022/06/14,上櫃,,RWSCPE
上櫃認購(售)權證,70855P,鈺創群益22售01,TW22Z70855P1,2022/06/15,上櫃,,RWSCPE
上櫃認購(售)權證,70863P,力旺國票22售02,TW22Z70863P5,2022/06/16,上櫃,,RWSCPE
上櫃認購(售)權證,70864P,大樹國票22售01,TW22Z70864P3,2022/06/16,上櫃,,RWSCPE
上櫃認購(售)權證,70865P,台星科國票23售01,TW22Z70865P0,2022/06/16,上櫃,,RWSCPE
上櫃認購(售)權證,70867P,穩懋國票23售01,TW22Z70867P6,2022/06/16,上櫃,,RWSCPE
上櫃認購(售)權證,70871P,信驊國票23售01,TW22Z70871P8,2022/06/17,上櫃,,RWSCPE
上櫃認購(售)權證,70872P,撼訊國票23售01,TW22Z70872P6,2022/06/17,上櫃,,RWSCPE
上櫃認購(售)權證,70873P,宏捷科群益22售01,TW22Z70873P4,2022/06/17,上櫃,,RWSCPE
上櫃認購(售)權證,70875P,元太國票23售01,TW22Z70875P9,2022/06/20,上櫃,,RWSCPE
上櫃認購(售)權證,70876P,精材國票22售01,TW22Z70876P7,2022/06/20,上櫃,,RWSCPE
上櫃認購(售)權證,70877P,撼訊國票23售02,TW22Z70877P5,2022/06/20,上櫃,,RWSCPE
上櫃認購(售)權證,70879P,波若威群益22售01,TW22Z70879P1,2022/06/20,上櫃,,RWSCPE
上櫃認購(售)權證,70881P,金麗科國票23售01,TW22Z70881P7,2022/06/21,上櫃,,RWSCPE
上櫃認購(售)權證,70884P,碩禾國票22售01,TW22Z70884P1,2022/06/21,上櫃,,RWSCPE
上櫃認購(售)權證,70885P,合晶群益22售01,TW22Z70885P8,2022/06/21,上櫃,,RWSCPE
上櫃認購(售)權證,70886P,德微群益22售02,TW22Z70886P6,2022/06/21,上櫃,,RWSCPE
上櫃認購(售)權證,70889P,元太元大23售03,TW22Z70889P0,2022/06/21,上櫃,,RWSCPE
上櫃認購(售)權證,70890P,元太元大25售01,TW22Z70890P8,2022/06/21,上櫃,,RWSCPE
上櫃認購(售)權證,70892P,信驊國票23售02,TW22Z70892P4,2022/06/22,上櫃,,RWSCPE
上櫃認購(售)權證,70893P,威剛國票22售01,TW22Z70893P2,2022/06/22,上櫃,,RWSCPE
上櫃認購(售)權證,70895P,元太國泰22售02,TW22Z70895P7,2022/06/22,上櫃,,RWSCPE
上櫃認購(售)權證,70898P,宏捷科元大23售01,TW22Z70898P1,2022/06/22,上櫃,,RWSCPE
上櫃認購(售)權證,70899P,金麗科元大26售01,TW22Z70899P9,2022/06/22,上櫃,,RWSCPE
上櫃認購(售)權證,70901P,晶焱群益22售02,TW22Z70901P3,2022/06/22,上櫃,,RWSCPE
上櫃認購(售)權證,70903P,環球晶群益22售01,TW22Z70903P9,2022/06/22,上櫃,,RWSCPE
上櫃認購(售)權證,70906P,元太凱基22售02,TW22Z70906P2,2022/06/23,上櫃,,RWSCPE
上櫃認購(售)權證,70907P,元太國票23售02,TW22Z70907P0,2022/06/23,上櫃,,RWSCPE
上櫃認購(售)權證,70908P,德微國票22售01,TW22Z70908P8,2022/06/23,上櫃,,RWSCPE
上櫃認購(售)權證,70909P,撼訊元大23售01,TW22Z70909P6,2022/06/23,上櫃,,RWSCPE
上櫃認購(售)權證,70911P,晶宏國票22售01,TW22Z70911P2,2022/06/24,上櫃,,RWSCPE
上櫃認購(售)權證,70913P,胡連國票23售01,TW22Z70913P8,2022/06/27,上櫃,,RWSCPE
上櫃認購(售)權證,70914P,晶宏國票23售01,TW22Z70914P6,2022/06/27,上櫃,,RWSCPE
上櫃認購(售)權證,70918P,宏捷科群益23售01,TW22Z70918P7,2022/06/27,上櫃,,RWSCPE
上櫃認購(售)權證,70922P,元太國票23售03,TW22Z70922P9,2022/06/28,上櫃,,RWSCPE
上櫃認購(售)權證,70924P,鈺創群益24售01,TW22Z70924P5,2022/06/28,上櫃,,RWSCPE
上櫃認購(售)權證,70925P,漢磊群益23售03,TW22Z70925P2,2022/06/28,上櫃,,RWSCPE
上櫃認購(售)權證,70929P,漢磊凱基23售03,TW22Z70929P4,2022/06/28,上櫃,,RWSCPE
上櫃認購(售)權證,70930P,元太兆豐23售01,TW22Z70930P2,2022/06/29,上櫃,,RWSCPE
上櫃認購(售)權證,70931P,凡甲國票23售01,TW22Z70931P0,2022/06/29,上櫃,,RWSCPE
上櫃認購(售)權證,70935P,元太元大23售05,TW22Z70935P1,2022/06/29,上櫃,,RWSCPE
上櫃認購(售)權證,70936P,群聯元大23售01,TW22Z70936P9,2022/06/29,上櫃,,RWSCPE
上櫃認購(售)權證,70937P,金麗科國票23售02,TW22Z70937P7,2022/06/30,上櫃,,RWSCPE
上櫃認購(售)權證,70938P,高端國票23售01,TW22Z70938P5,2022/06/30,上櫃,,RWSCPE
上櫃認購(售)權證,70941P,雙鴻群益25售01,TW22Z70941P9,2022/06/30,上櫃,,RWSCPE
上櫃認購(售)權證,70942P,元太國票23售04,TW22Z70942P7,2022/07/01,上櫃,,RWSCPE
上櫃認購(售)權證,70943P,亞信國票23售01,TW22Z70943P5,2022/07/01,上櫃,,RWSCPE
上櫃認購(售)權證,70947P,元太國泰23售01,TW22Z70947P6,2022/07/01,上櫃,,RWSCPE
上櫃認購(售)權證,70950P,驊訊群益23售01,TW22Z70950P0,2022/07/04,上櫃,,RWSCPE
上櫃認購(售)權證,70952P,智擎國票23售01,TW22Z70952P6,2022/07/04,上櫃,,RWSCPE
上櫃認購(售)權證,70954P,中探針國票23售01,TW22Z70954P2,2022/07/05,上櫃,,RWSCPE
上櫃認購(售)權證,70955P,台半國票23售01,TW22Z70955P9,2022/07/05,上櫃,,RWSCPE
上櫃認購(售)權證,70958P,瑞基國票23售01,TW22Z70958P3,2022/07/05,上櫃,,RWSCPE
上櫃認購(售)權證,70960P,雙鴻國票23售01,TW22Z70960P9,2022/07/05,上櫃,,RWSCPE
上櫃認購(售)權證,70963P,元太凱基25售01,TW22Z70963P3,2022/07/05,上櫃,,RWSCPE
上櫃認購(售)權證,70964P,波若威群益23售01,TW22Z70964P1,2022/07/05,上櫃,,RWSCPE
上櫃認購(售)權證,70965P,智擎群益23售01,TW22Z70965P8,2022/07/05,上櫃,,RWSCPE
上櫃認購(售)權證,70975P,立端國票23售01,TW22Z70975P7,2022/07/06,上櫃,,RWSCPE
上櫃認購(售)權證,70976P,翔名國票23售01,TW22Z70976P5,2022/07/06,上櫃,,RWSCPE
上櫃認購(售)權證,70977P,網家國票23售01,TW22Z70977P3,2022/07/06,上櫃,,RWSCPE
上櫃認購(售)權證,70978P,廣運國票24售01,TW22Z70978P1,2022/07/06,上櫃,,RWSCPE
上櫃認購(售)權證,70979P,廣積國票23售01,TW22Z70979P9,2022/07/07,上櫃,,RWSCPE
上櫃認購(售)權證,70984P,振曜群益23售01,TW22Z70984P9,2022/07/07,上櫃,,RWSCPE
上櫃認購(售)權證,70985P,晶焱群益23售01,TW22Z70985P6,2022/07/07,上櫃,,RWSCPE
上櫃認購(售)權證,70987P,旺矽國票23售01,TW22Z70987P2,2022/07/07,上櫃,,RWSCPE
上櫃認購(售)權證,70988P,信驊國票23售03,TW22Z70988P0,2022/07/07,上櫃,,RWSCPE
上櫃認購(售)權證,70989P,鈊象國票23售01,TW22Z70989P8,2022/07/07,上櫃,,RWSCPE
上櫃認購(售)權證,70990P,元太凱基23售01,TW22Z70990P6,2022/07/07,上櫃,,RWSCPE
上櫃認購(售)權證,70991P,元太凱基23售02,TW22Z70991P4,2022/07/07,上櫃,,RWSCPE
上櫃認購(售)權證,70993P,漢磊凱基25售01,TW22Z70993P0,2022/07/07,上櫃,,RWSCPE
上櫃認購(售)權證,70996P,大中國票23售01,TW22Z70996P3,2022/07/08,上櫃,,RWSCPE
上櫃認購(售)權證,70997P,神準國票23售01,TW22Z70997P1,2022/07/08,上櫃,,RWSCPE
上櫃認購(售)權證,70998P,神準群益23售02,TW22Z70998P9,2022/07/08,上櫃,,RWSCPE
上櫃認購(售)權證,70999P,健喬群益23售01,TW22Z70999P7,2022/07/08,上櫃,,RWSCPE
上櫃認購(售)權證,71004P,宏觀國票23售01,TW22Z71004P5,2022/07/11,上櫃,,RWSCPE
上櫃認購(售)權證,71005P,良維國票23售01,TW22Z71005P2,2022/07/11,上櫃,,RWSCPE
上櫃認購(售)權證,71006P,美琪瑪國票23售01,TW22Z71006P0,2022/07/11,上櫃,,RWSCPE
上櫃認購(售)權證,71007P,高端國票23售02,TW22Z71007P8,2022/07/11,上櫃,,RWSCPE
上櫃認購(售)權證,71008P,智擎國票23售02,TW22Z71008P6,2022/07/11,上櫃,,RWSCPE
上櫃認購(售)權證,71009P,頎邦國票23售01,TW22Z71009P4,2022/07/11,上櫃,,RWSCPE
上櫃認購(售)權證,71010P,廣運國票22售02,TW22Z71010P2,2022/07/11,上櫃,,RWSCPE
上櫃認購(售)權證,71011P,廣積國票23售02,TW22Z71011P0,2022/07/11,上櫃,,RWSCPE
上櫃認購(售)權證,71012P,歐買尬國票23售01,TW22Z71012P8,2022/07/11,上櫃,,RWSCPE
上櫃認購(售)權證,71014P,群聯國票23售01,TW22Z71014P4,2022/07/12,上櫃,,RWSCPE
上櫃認購(售)權證,71015P,精材國票23售01,TW22Z71015P1,2022/07/12,上櫃,,RWSCPE
上櫃認購(售)權證,71016P,大樹凱基22售01,TW22Z71016P9,2022/07/12,上櫃,,RWSCPE
上櫃認購(售)權證,71017P,元太凱基25售02,TW22Z71017P7,2022/07/12,上櫃,,RWSCPE
上櫃認購(售)權證,71019P,高端群益23售01,TW22Z71019P3,2022/07/12,上櫃,,RWSCPE
上櫃認購(售)權證,71021P,元太國票22售03,TW22Z71021P9,2022/07/13,上櫃,,RWSCPE
上櫃認購(售)權證,71022P,神準國票23售02,TW22Z71022P7,2022/07/13,上櫃,,RWSCPE
上櫃認購(售)權證,71023P,智擎群益23售02,TW22Z71023P5,2022/07/14,上櫃,,RWSCPE
上櫃認購(售)權證,71024P,鈊象麥證22售01,TW22Z71024P3,2022/07/14,上櫃,,RWSCPE
上櫃認購(售)權證,71025P,台半國票23售02,TW22Z71025P0,2022/07/14,上櫃,,RWSCPE
上櫃認購(售)權證,71026P,波若威國票23售01,TW22Z71026P8,2022/07/14,上櫃,,RWSCPE
上櫃認購(售)權證,71027P,群聯國票23售02,TW22Z71027P6,2022/07/14,上櫃,,RWSCPE
上櫃認購(售)權證,71031P,中探針國票23售02,TW22Z71031P8,2022/07/15,上櫃,,RWSCPE
上櫃認購(售)權證,71032P,環球晶國票22售02,TW22Z71032P6,2022/07/15,上櫃,,RWSCPE
上櫃認購(售)權證,71033P,驊訊國票22售01,TW22Z71033P4,2022/07/15,上櫃,,RWSCPE
上櫃認購(售)權證,71035P,昇達科群益24售01,TW22Z71035P9,2022/07/15,上櫃,,RWSCPE
上櫃認購(售)權證,71036P,胡連群益23售01,TW22Z71036P7,2022/07/15,上櫃,,RWSCPE
上櫃認購(售)權證,71040P,鈺創元大24售02,TW22Z71040P9,2022/07/15,上櫃,,RWSCPE
上櫃認購(售)權證,71041P,大樹國票23售01,TW22Z71041P7,2022/07/18,上櫃,,RWSCPE
上櫃認購(售)權證,71042P,胡連國票23售02,TW22Z71042P5,2022/07/18,上櫃,,RWSCPE
上櫃認購(售)權證,71043P,越峰國票23售01,TW22Z71043P3,2022/07/19,上櫃,,RWSCPE
上櫃認購(售)權證,71044P,大樹元大23售02,TW22Z71044P1,2022/07/19,上櫃,,RWSCPE
上櫃認購(售)權證,71045P,元太凱基25售03,TW22Z71045P8,2022/07/20,上櫃,,RWSCPE
上櫃認購(售)權證,71046P,光頡群益22售01,TW22Z71046P6,2022/07/20,上櫃,,RWSCPE
上櫃認購(售)權證,71048P,世界麥證22售01,TW22Z71048P2,2022/07/20,上櫃,,RWSCPE
上櫃認購(售)權證,71050P,雙鴻國票23售02,TW22Z71050P8,2022/07/20,上櫃,,RWSCPE
上櫃認購(售)權證,71052P,大學光元大23售01,TW22Z71052P4,2022/07/20,上櫃,,RWSCPE
上櫃認購(售)權證,71053P,廣運國票23售01,TW22Z71053P2,2022/07/21,上櫃,,RWSCPE
上櫃認購(售)權證,71054P,美琪瑪凱基22售01,TW22Z71054P0,2022/07/21,上櫃,,RWSCPE
上櫃認購(售)權證,71056P,晶宏元大23售03,TW22Z71056P5,2022/07/21,上櫃,,RWSCPE
上櫃認購(售)權證,71060P,世界國票23售01,TW22Z71060P7,2022/07/22,上櫃,,RWSCPE
上櫃認購(售)權證,71061P,金居國票23售01,TW22Z71061P5,2022/07/22,上櫃,,RWSCPE
上櫃認購(售)權證,71062P,信驊國票22售01,TW22Z71062P3,2022/07/22,上櫃,,RWSCPE
上櫃認購(售)權證,71064P,穩懋國票23售02,TW22Z71064P9,2022/07/22,上櫃,,RWSCPE
上櫃認購(售)權證,71065P,力旺凱基23售03,TW22Z71065P6,2022/07/22,上櫃,,RWSCPE
上櫃認購(售)權證,71066P,信驊凱基22售03,TW22Z71066P4,2022/07/22,上櫃,,RWSCPE
上櫃認購(售)權證,71067P,力旺中信22售02,TW22Z71067P2,2022/07/22,上櫃,,RWSCPE
上櫃認購(售)權證,71068P,力旺元大23售02,TW22Z71068P0,2022/07/22,上櫃,,RWSCPE
上櫃認購(售)權證,71069P,榮剛國票23售01,TW22Z71069P8,2022/07/25,上櫃,,RWSCPE
上櫃認購(售)權證,71070P,大樹凱基22售02,TW22Z71070P6,2022/07/25,上櫃,,RWSCPE
上櫃認購(售)權證,71071P,穩懋元大23售01,TW22Z71071P4,2022/07/26,上櫃,,RWSCPE
上櫃認購(售)權證,71072P,穩懋元大23售02,TW22Z71072P2,2022/07/26,上櫃,,RWSCPE
上櫃認購(售)權證,71073P,元太國泰23售04,TW22Z71073P0,2022/07/26,上櫃,,RWSCPE
上櫃認購(售)權證,71074P,穩懋元大23售03,TW22Z71074P8,2022/07/27,上櫃,,RWSCPE
上櫃認購(售)權證,71076P,穩懋凱基23售01,TW22Z71076P3,2022/07/28,上櫃,,RWSCPE
上櫃認購(售)權證,71077P,穩懋麥證23售01,TW22Z71077P1,2022/07/28,上櫃,,RWSCPE
上櫃認購(售)權證,71079P,元太國票23售05,TW22Z71079P7,2022/07/28,上櫃,,RWSCPE
上櫃認購(售)權證,71080P,穩懋國票23售03,TW22Z71080P5,2022/07/28,上櫃,,RWSCPE
上櫃認購(售)權證,71081P,胡連元大25售01,TW22Z71081P3,2022/07/28,上櫃,,RWSCPE
上櫃認購(售)權證,71082P,頎邦元大23售01,TW22Z71082P1,2022/07/28,上櫃,,RWSCPE
上櫃認購(售)權證,71085P,大樹國票23售02,TW22Z71085P4,2022/07/29,上櫃,,RWSCPE
上櫃認購(售)權證,71086P,網家國票23售02,TW22Z71086P2,2022/07/29,上櫃,,RWSCPE
上櫃認購(售)權證,71087P,雙鴻國票23售03,TW22Z71087P0,2022/07/29,上櫃,,RWSCPE
上櫃認購(售)權證,71088P,元太凱基23售03,TW22Z71088P8,2022/07/29,上櫃,,RWSCPE
上櫃認購(售)權證,71089P,世界元大23售02,TW22Z71089P6,2022/07/29,上櫃,,RWSCPE
上櫃認購(售)權證,71090P,光頡元大23售02,TW22Z71090P4,2022/07/29,上櫃,,RWSCPE
上櫃認購(售)權證,71091P,宏捷科國票23售01,TW22Z71091P2,2022/08/01,上櫃,,RWSCPE
上櫃認購(售)權證,71092P,聯亞國票23售01,TW22Z71092P0,2022/08/01,上櫃,,RWSCPE
上櫃認購(售)權證,71093P,元太凱基23售05,TW22Z71093P8,2022/08/01,上櫃,,RWSCPE
上櫃認購(售)權證,71094P,穩懋凱基25售03,TW22Z71094P6,2022/08/01,上櫃,,RWSCPE
上櫃認購(售)權證,71095P,元太群益23售01,TW22Z71095P3,2022/08/01,上櫃,,RWSCPE
上櫃認購(售)權證,71097P,環球晶元大23售12,TW22Z71097P9,2022/08/01,上櫃,,RWSCPE
上櫃認購(售)權證,71098P,元太麥證23售01,TW22Z71098P7,2022/08/02,上櫃,,RWSCPE
上櫃認購(售)權證,71099P,大樹國票23售03,TW22Z71099P5,2022/08/02,上櫃,,RWSCPE
上櫃認購(售)權證,71100P,茂達國票24售01,TW22Z71100P1,2022/08/02,上櫃,,RWSCPE
上櫃認購(售)權證,71101P,穩懋國票24售01,TW22Z71101P9,2022/08/02,上櫃,,RWSCPE
上櫃認購(售)權證,71102P,元太國泰24售01,TW22Z71102P7,2022/08/02,上櫃,,RWSCPE
上櫃認購(售)權證,71104P,元太群益23售02,TW22Z71104P3,2022/08/02,上櫃,,RWSCPE
上櫃認購(售)權證,71105P,神準群益24售01,TW22Z71105P0,2022/08/02,上櫃,,RWSCPE
上櫃認購(售)權證,71106P,聯亞群益24售01,TW22Z71106P8,2022/08/02,上櫃,,RWSCPE
上櫃認購(售)權證,71107P,雙鴻群益23售03,TW22Z71107P6,2022/08/02,上櫃,,RWSCPE
上櫃認購(售)權證,71110P,亞信凱基23售02,TW22Z71110P0,2022/08/03,上櫃,,RWSCPE
上櫃認購(售)權證,71111P,神準凱基23售03,TW22Z71111P8,2022/08/03,上櫃,,RWSCPE
上櫃認購(售)權證,71112P,穩懋中信23售01,TW22Z71112P6,2022/08/03,上櫃,,RWSCPE
上櫃認購(售)權證,71113P,精測國票23售01,TW22Z71113P4,2022/08/03,上櫃,,RWSCPE
上櫃認購(售)權證,71114P,聯亞國票23售03,TW22Z71114P2,2022/08/03,上櫃,,RWSCPE
上櫃認購(售)權證,71115P,中美晶元大24售03,TW22Z71115P9,2022/08/03,上櫃,,RWSCPE
上櫃認購(售)權證,71116P,元太元大24售01,TW22Z71116P7,2022/08/03,上櫃,,RWSCPE
上櫃認購(售)權證,71117P,精測元大24售01,TW22Z71117P5,2022/08/03,上櫃,,RWSCPE
上櫃認購(售)權證,71118P,環球晶元大24售01,TW22Z71118P3,2022/08/03,上櫃,,RWSCPE
上櫃認購(售)權證,71119P,元太群益23售03,TW22Z71119P1,2022/08/03,上櫃,,RWSCPE
上櫃認購(售)權證,71120P,世界國票23售02,TW22Z71120P9,2022/08/04,上櫃,,RWSCPE
上櫃認購(售)權證,71121P,頎邦國票23售02,TW22Z71121P7,2022/08/04,上櫃,,RWSCPE
上櫃認購(售)權證,71122P,譜瑞國票23售02,TW22Z71122P5,2022/08/04,上櫃,,RWSCPE
上櫃認購(售)權證,71125P,元太凱基23售06,TW22Z71125P8,2022/08/04,上櫃,,RWSCPE
上櫃認購(售)權證,71126P,精測凱基23售02,TW22Z71126P6,2022/08/04,上櫃,,RWSCPE
上櫃認購(售)權證,71130P,元太元大23售21,TW22Z71130P8,2022/08/04,上櫃,,RWSCPE
上櫃認購(售)權證,71131P,宏捷科元大23售02,TW22Z71131P6,2022/08/04,上櫃,,RWSCPE
上櫃認購(售)權證,71132P,晶宏元大23售04,TW22Z71132P4,2022/08/04,上櫃,,RWSCPE
上櫃認購(售)權證,71133P,穩懋元大23售04,TW22Z71133P2,2022/08/04,上櫃,,RWSCPE
上櫃認購(售)權證,71135P,中探針國票23售03,TW22Z71135P7,2022/08/05,上櫃,,RWSCPE
上櫃認購(售)權證,71136P,台半國票23售04,TW22Z71136P5,2022/08/05,上櫃,,RWSCPE
上櫃認購(售)權證,71137P,世界凱基23售02,TW22Z71137P3,2022/08/05,上櫃,,RWSCPE
上櫃認購(售)權證,71138P,晶宏凱基24售01,TW22Z71138P1,2022/08/05,上櫃,,RWSCPE
上櫃認購(售)權證,71140P,長聖群益23售01,TW22Z71140P7,2022/08/05,上櫃,,RWSCPE
上櫃認購(售)權證,71141P,元太元大23售22,TW22Z71141P5,2022/08/05,上櫃,,RWSCPE
上櫃認購(售)權證,71142P,穩懋元大23售05,TW22Z71142P3,2022/08/05,上櫃,,RWSCPE
上櫃認購(售)權證,71143P,穩懋元大23售06,TW22Z71143P1,2022/08/05,上櫃,,RWSCPE
上櫃認購(售)權證,71144P,穩懋元大23售07,TW22Z71144P9,2022/08/05,上櫃,,RWSCPE
上櫃認購(售)權證,71145P,高端國票23售04,TW22Z71145P6,2022/08/08,上櫃,,RWSCPE
上櫃認購(售)權證,71148P,元太凱基25售05,TW22Z71148P0,2022/08/08,上櫃,,RWSCPE
上櫃認購(售)權證,71154P,高端群益23售02,TW22Z71154P8,2022/08/08,上櫃,,RWSCPE
上櫃認購(售)權證,71155P,晶宏群益24售01,TW22Z71155P5,2022/08/08,上櫃,,RWSCPE
上櫃認購(售)權證,71158P,元太元大23售23,TW22Z71158P9,2022/08/08,上櫃,,RWSCPE
上櫃認購(售)權證,71159P,元太元大23售24,TW22Z71159P7,2022/08/08,上櫃,,RWSCPE
上櫃認購(售)權證,71160P,台半元大23售05,TW22Z71160P5,2022/08/08,上櫃,,RWSCPE
上櫃認購(售)權證,71161P,撼訊元大24售01,TW22Z71161P3,2022/08/08,上櫃,,RWSCPE
上櫃認購(售)權證,71164P,穩懋國泰24售01,TW22Z71164P7,2022/08/09,上櫃,,RWSCPE
上櫃認購(售)權證,71167P,旺矽國票23售02,TW22Z71167P0,2022/08/09,上櫃,,RWSCPE
上櫃認購(售)權證,71168P,茂達國票23售02,TW22Z71168P8,2022/08/09,上櫃,,RWSCPE
上櫃認購(售)權證,71169P,泰博國票23售01,TW22Z71169P6,2022/08/09,上櫃,,RWSCPE
上櫃認購(售)權證,71174P,元太富邦24售01,TW22Z71174P6,2022/08/09,上櫃,,RWSCPE
上櫃認購(售)權證,71175P,大樹元大23售04,TW22Z71175P3,2022/08/09,上櫃,,RWSCPE
上櫃認購(售)權證,71176P,元太元大23售25,TW22Z71176P1,2022/08/09,上櫃,,RWSCPE
上櫃認購(售)權證,71177P,元太元大23售26,TW22Z71177P9,2022/08/09,上櫃,,RWSCPE
上櫃認購(售)權證,71178P,世界元大23售04,TW22Z71178P7,2022/08/09,上櫃,,RWSCPE
上櫃認購(售)權證,71179P,世界元大23售05,TW22Z71179P5,2022/08/09,上櫃,,RWSCPE
上櫃認購(售)權證,71180P,茂達元大23售01,TW22Z71180P3,2022/08/09,上櫃,,RWSCPE
上櫃認購(售)權證,71181P,精測元大23售01,TW22Z71181P1,2022/08/09,上櫃,,RWSCPE
上櫃認購(售)權證,71182P,亞信群益22售01,TW22Z71182P9,2022/08/10,上櫃,,RWSCPE
上櫃認購(售)權證,71183P,長聖元富22售02,TW22Z71183P7,2022/08/10,上櫃,,RWSCPE
上櫃認購(售)權證,71184P,元太凱基22售08,TW22Z71184P5,2022/08/10,上櫃,,RWSCPE
上櫃認購(售)權證,71185P,合一國票23售01,TW22Z71185P2,2022/08/10,上櫃,,RWSCPE
上櫃認購(售)權證,71186P,泰博國票23售02,TW22Z71186P0,2022/08/10,上櫃,,RWSCPE
上櫃認購(售)權證,71187P,寶雅國票23售01,TW22Z71187P8,2022/08/10,上櫃,,RWSCPE
上櫃認購(售)權證,71188P,世界統一22售01,TW22Z71188P6,2022/08/10,上櫃,,RWSCPE
上櫃認購(售)權證,71189P,穩懋富邦22售01,TW22Z71189P4,2022/08/10,上櫃,,RWSCPE
上櫃認購(售)權證,71190P,中探針元大26售02,TW22Z71190P2,2022/08/10,上櫃,,RWSCPE
上櫃認購(售)權證,71191P,台半元大24售03,TW22Z71191P0,2022/08/10,上櫃,,RWSCPE
上櫃認購(售)權證,71192P,同致元大23售02,TW22Z71192P8,2022/08/10,上櫃,,RWSCPE
上櫃認購(售)權證,71193P,欣銓元大23售01,TW22Z71193P6,2022/08/10,上櫃,,RWSCPE
上櫃認購(售)權證,71194P,金居元大23售02,TW22Z71194P4,2022/08/10,上櫃,,RWSCPE
上櫃認購(售)權證,71195P,博智元大25售01,TW22Z71195P1,2022/08/10,上櫃,,RWSCPE
上櫃認購(售)權證,71196P,榮剛元大23售04,TW22Z71196P9,2022/08/10,上櫃,,RWSCPE
上櫃認購(售)權證,71197P,譜瑞元大23售05,TW22Z71197P7,2022/08/10,上櫃,,RWSCPE
上櫃認購(售)權證,71198P,合一元富22售02,TW22Z71198P5,2022/08/11,上櫃,,RWSCPE
上櫃認購(售)權證,71199P,智擎元富22售02,TW22Z71199P3,2022/08/11,上櫃,,RWSCPE
上櫃認購(售)權證,71200P,元太中信22售02,TW22Z71200P9,2022/08/11,上櫃,,RWSCPE
上櫃認購(售)權證,71201P,元太元大23售27,TW22Z71201P7,2022/08/11,上櫃,,RWSCPE
上櫃認購(售)權證,71202P,元太元大23售28,TW22Z71202P5,2022/08/11,上櫃,,RWSCPE
上櫃認購(售)權證,71203P,同致凱基23售03,TW22Z71203P3,2022/08/11,上櫃,,RWSCPE
上櫃認購(售)權證,71204P,金居凱基23售01,TW22Z71204P1,2022/08/11,上櫃,,RWSCPE
上櫃認購(售)權證,71205P,群聯凱基24售04,TW22Z71205P8,2022/08/11,上櫃,,RWSCPE
上櫃認購(售)權證,71206P,穩懋凱基23售04,TW22Z71206P6,2022/08/11,上櫃,,RWSCPE
上櫃認購(售)權證,71207P,譜瑞凱基23售01,TW22Z71207P4,2022/08/11,上櫃,,RWSCPE
上櫃認購(售)權證,71208P,普誠群益22售02,TW22Z71208P2,2022/08/11,上櫃,,RWSCPE
上櫃認購(售)權證,71209P,鈊象群益22售01,TW22Z71209P0,2022/08/11,上櫃,,RWSCPE
上櫃認購(售)權證,71210P,寶雅群益22售02,TW22Z71210P8,2022/08/11,上櫃,,RWSCPE
上櫃認購(售)權證,71211P,元太統一24售03,TW22Z71211P6,2022/08/11,上櫃,,RWSCPE
上櫃認購(售)權證,71212P,穩懋統一22售06,TW22Z71212P4,2022/08/11,上櫃,,RWSCPE
上櫃認購(售)權證,71213P,鈺創統一22售02,TW22Z71213P2,2022/08/12,上櫃,,RWSCPE
上櫃認購(售)權證,71214P,穩懋統一22售07,TW22Z71214P0,2022/08/12,上櫃,,RWSCPE
上櫃認購(售)權證,71215P,大學光國票22售01,TW22Z71215P7,2022/08/12,上櫃,,RWSCPE
上櫃認購(售)權證,71216P,長聖國票23售01,TW22Z71216P5,2022/08/12,上櫃,,RWSCPE
上櫃認購(售)權證,71217P,普誠國票23售01,TW22Z71217P3,2022/08/12,上櫃,,RWSCPE
上櫃認購(售)權證,71218P,精測國票23售03,TW22Z71218P1,2022/08/12,上櫃,,RWSCPE
上櫃認購(售)權證,71219P,元太元富22售03,TW22Z71219P9,2022/08/12,上櫃,,RWSCPE
上櫃認購(售)權證,71220P,元太元富22售04,TW22Z71220P7,2022/08/12,上櫃,,RWSCPE
上櫃認購(售)權證,71221P,朋程元富22售02,TW22Z71221P5,2022/08/12,上櫃,,RWSCPE
上櫃認購(售)權證,71222P,高端元富22售01,TW22Z71222P3,2022/08/12,上櫃,,RWSCPE
上櫃認購(售)權證,71223P,力旺凱基22售02,TW22Z71223P1,2022/08/12,上櫃,,RWSCPE
上櫃認購(售)權證,71224P,元太凱基22售09,TW22Z71224P9,2022/08/12,上櫃,,RWSCPE
上櫃認購(售)權證,71225P,高端國泰24售01,TW22Z71225P6,2022/08/12,上櫃,,RWSCPE
